Ticket ID,Ticket Status,Ticket Priority,Date of Purchase,Time to Resolution,Lifespan_Hours
528,Pending Customer Response,Critical,2021-06-28,,
529,Pending Customer Response,Low,2021-06-12,,
530,Pending Customer Response,Medium,2020-02-24,,
531,Open,Medium,2021-03-04,,
532,Open,Low,2020-06-24,,
533,Open,High,2021-10-18,,
534,Pending Customer Response,Medium,2021-06-11,,
535,Closed,Medium,2020-11-29,2023-06-01 09:59:55,21945.99861111111
536,Open,Medium,2021-07-09,,
537,Closed,Medium,2021-09-13,2023-06-01 18:18:57,15042.315833333334
538,Pending Customer Response,High,2020-10-06,,
539,Open,Medium,2021-09-16,,
540,Closed,Medium,2021-04-04,2023-06-01 16:47:00,18928.783333333333
541,Pending Customer Response,Critical,2021-03-06,,
542,Open,Medium,2020-08-02,,
543,Open,Medium,2020-05-09,,
544,Closed,Low,2021-08-06,2023-06-01 17:51:07,15953.851944444445
545,Open,Critical,2021-06-25,,
546,Pending Customer Response,Medium,2021-06-08,,
547,Open,High,2020-08-16,,
548,Open,Low,2020-10-09,,
549,Pending Customer Response,Low,2021-02-18,,
550,Open,Low,2020-11-05,,
551,Open,Low,2021-11-15,,
552,Pending Customer Response,Critical,2020-06-17,,
553,Pending Customer Response,Critical,2021-08-04,,
554,Pending Customer Response,High,2021-06-05,,
555,Open,Critical,2020-04-16,,
556,Closed,Critical,2021-10-14,2023-06-01 12:57:24,14292.956666666667
557,Open,Low,2021-02-09,,
558,Open,Medium,2021-05-27,,
559,Closed,Critical,2020-07-02,2023-06-01 20:09:29,25556.158055555556
560,Open,Low,2021-07-21,,
561,Pending Customer Response,Critical,2020-05-31,,
562,Closed,Medium,2020-05-17,2023-06-01 11:54:34,26651.909444444445
563,Pending Customer Response,Medium,2020-10-11,,
564,Pending Customer Response,Low,2020-05-13,,
565,Closed,High,2020-10-24,2023-06-01 01:22:38,22801.37722222222
566,Open,Low,2020-11-06,,
567,Pending Customer Response,Low,2021-02-22,,
568,Closed,High,2021-09-30,2023-06-01 06:54:42,14622.911666666667
569,Closed,Low,2020-12-24,2023-06-01 17:33:43,21353.561944444446
570,Open,Critical,2021-03-23,,
571,Pending Customer Response,Low,2021-05-18,,
572,Pending Customer Response,Low,2020-04-21,,
573,Open,Low,2020-12-15,,
574,Pending Customer Response,Critical,2020-05-28,,
575,Closed,Medium,2021-05-07,2023-06-01 10:19:52,18130.33111111111
576,Closed,Low,2021-05-25,2023-06-01 06:47:54,17694.798333333332
577,Closed,Low,2020-12-11,2023-06-01 02:51:56,21650.865555555556
578,Open,High,2021-12-28,,
579,Pending Customer Response,Medium,2020-01-18,,
580,Open,Medium,2020-02-25,,
581,Closed,Critical,2020-09-07,2023-06-01 06:13:01,23934.216944444444
582,Pending Customer Response,Low,2021-05-04,,
583,Open,High,2020-01-20,,
584,Pending Customer Response,High,2021-06-01,,
585,Open,Critical,2021-06-13,,
586,Closed,Critical,2020-04-03,2023-06-01 06:39:08,27702.652222222223
587,Open,Critical,2021-03-10,,
588,Closed,Medium,2020-01-24,2023-06-01 15:48:12,29391.803333333333
589,Pending Customer Response,Critical,2021-04-14,,
590,Closed,High,2020-02-23,2023-06-01 04:04:15,28660.070833333335
591,Pending Customer Response,Low,2020-02-12,,
592,Open,Medium,2020-05-09,,
593,Open,Critical,2020-05-02,,
594,Open,Low,2021-09-22,,
595,Open,High,2020-07-27,,
596,Pending Customer Response,Low,2021-02-11,,
597,Closed,Critical,2020-02-09,2023-06-01 12:27:26,29004.457222222223
598,Closed,High,2020-02-07,2023-06-01 14:19:27,29054.324166666665
599,Closed,Critical,2021-07-21,2023-06-01 19:12:29,16339.208055555555
600,Pending Customer Response,High,2021-04-05,,
601,Closed,Low,2021-04-20,2023-06-01 14:52:33,18542.87583333333
602,Pending Customer Response,High,2020-05-05,,
603,Pending Customer Response,Critical,2021-02-13,,
604,Closed,Critical,2020-04-11,2023-06-01 02:05:38,27506.09388888889
605,Closed,Critical,2021-11-01,2023-06-01 14:00:39,13862.010833333334
606,Open,Low,2020-02-04,,
607,Open,Low,2021-08-31,,
608,Open,Low,2021-04-05,,
609,Open,Critical,2021-11-30,,
610,Pending Customer Response,Medium,2021-03-13,,
611,Pending Customer Response,Low,2021-03-22,,
612,Closed,Medium,2021-12-02,2023-06-01 16:04:48,13120.08
613,Pending Customer Response,Medium,2021-10-16,,
614,Pending Customer Response,Low,2020-03-24,,
615,Pending Customer Response,Medium,2020-05-25,,
616,Pending Customer Response,Low,2020-01-24,,
617,Open,Medium,2020-02-20,,
618,Open,Low,2021-04-25,,
619,Pending Customer Response,High,2021-09-04,,
620,Closed,Low,2021-05-17,2023-06-01 04:00:58,17884.016111111112
621,Closed,Low,2020-01-21,2023-06-01 01:32:59,29449.549722222222
622,Closed,Medium,2020-11-16,2023-06-01 16:08:01,22264.133611111112
623,Pending Customer Response,High,2021-06-17,,
624,Pending Customer Response,Critical,2020-05-04,,
625,Pending Customer Response,Medium,2021-01-03,,
626,Pending Customer Response,Low,2021-02-08,,
627,Open,Critical,2020-09-03,,
628,Closed,High,2021-06-13,2023-06-01 05:38:08,17237.635555555556
629,Pending Customer Response,High,2021-10-12,,
630,Open,Critical,2020-06-19,,
631,Open,Medium,2021-09-24,,
632,Pending Customer Response,Low,2020-06-03,,
633,Pending Customer Response,Critical,2021-03-24,,
634,Pending Customer Response,Low,2020-07-29,,
635,Pending Customer Response,Medium,2020-01-21,,
636,Closed,Medium,2021-08-31,2023-06-01 11:51:20,15347.855555555556
637,Open,Critical,2020-04-18,,
638,Pending Customer Response,Low,2021-11-03,,
639,Pending Customer Response,Critical,2020-08-22,,
640,Open,High,2020-03-03,,
641,Closed,Low,2021-04-29,2023-06-01 00:49:23,18312.823055555556
642,Pending Customer Response,Critical,2020-11-02,,
643,Closed,High,2021-03-30,2023-06-01 03:59:26,19035.990555555556
644,Closed,Critical,2020-07-23,2023-06-01 18:39:28,25050.65777777778
645,Closed,Medium,2020-03-04,2023-06-01 12:33:30,28428.558333333334
646,Pending Customer Response,Low,2020-04-30,,
647,Open,Medium,2020-01-27,,
648,Open,Low,2021-04-11,,
649,Closed,Medium,2020-03-13,2023-06-01 17:14:36,28217.243333333332
650,Open,Critical,2020-05-24,,
651,Pending Customer Response,High,2021-06-18,,
652,Open,High,2021-08-27,,
653,Pending Customer Response,Low,2020-11-13,,
654,Pending Customer Response,Critical,2020-08-06,,
655,Closed,High,2020-12-29,2023-06-01 08:20:45,21224.345833333333
656,Open,High,2021-06-13,,
657,Closed,Critical,2021-04-16,2023-06-01 16:44:47,18640.74638888889
658,Closed,High,2021-07-01,2023-06-01 15:32:49,16815.546944444446
659,Pending Customer Response,Low,2021-02-14,,
660,Open,Medium,2021-08-29,,
661,Pending Customer Response,Medium,2020-03-28,,
662,Open,Medium,2021-04-01,,
663,Closed,High,2021-12-26,2023-06-01 00:39:57,12528.665833333333
664,Open,Medium,2020-04-21,,
665,Closed,Low,2020-09-05,2023-06-01 09:05:00,23985.083333333332
666,Closed,Medium,2020-10-03,2023-05-31 22:55:02,23302.917222222222
667,Open,Critical,2020-06-04,,
668,Pending Customer Response,Critical,2020-01-28,,
669,Open,Low,2020-12-17,,
670,Open,Low,2021-01-14,,
671,Closed,Medium,2020-09-24,2023-06-01 01:36:06,23521.601666666666
672,Pending Customer Response,Low,2020-08-24,,
673,Open,Medium,2021-02-20,,
674,Closed,Medium,2021-08-29,2023-06-01 16:47:11,15400.78638888889
675,Open,High,2020-10-23,,
676,Open,High,2021-05-09,,
677,Open,Medium,2021-08-01,,
678,Pending Customer Response,High,2020-07-31,,
679,Closed,Medium,2021-12-25,2023-06-01 02:43:17,12554.72138888889
680,Closed,Critical,2021-01-04,2023-06-01 08:07:19,21080.121944444443
681,Open,Low,2020-07-07,,
682,Open,Low,2020-02-18,,
683,Open,Low,2021-07-12,,
684,Closed,Critical,2020-01-08,2023-06-01 04:23:26,29764.390555555554
685,Closed,Critical,2020-05-17,2023-06-01 05:17:27,26645.290833333333
686,Pending Customer Response,High,2021-03-24,,
687,Pending Customer Response,Medium,2020-01-16,,
688,Open,Medium,2020-03-30,,
689,Closed,Medium,2021-01-05,2023-05-31 23:45:31,21047.758611111112
690,Pending Customer Response,Medium,2020-12-19,,
691,Closed,Medium,2020-01-02,2023-06-01 00:40:32,29904.675555555557
692,Closed,High,2020-11-19,2023-06-01 03:12:34,22179.209444444445
693,Pending Customer Response,Critical,2021-03-09,,
694,Open,Medium,2020-10-29,,
695,Pending Customer Response,Medium,2020-02-02,,
696,Open,Low,2021-11-12,,
697,Pending Customer Response,High,2021-06-25,,
698,Closed,Critical,2020-04-26,2023-06-01 01:21:44,27145.362222222222
699,Pending Customer Response,Low,2021-02-08,,
700,Closed,Medium,2020-03-25,2023-05-31 22:39:45,27910.6625
701,Open,Critical,2020-07-04,,
702,Closed,Critical,2021-07-01,2023-06-01 00:53:47,16800.89638888889
703,Pending Customer Response,High,2021-11-19,,
704,Closed,High,2020-10-27,2023-05-31 22:42:48,22726.713333333333
705,Closed,High,2020-04-06,2023-06-01 21:42:50,27645.713888888888
706,Open,High,2020-10-02,,
707,Pending Customer Response,High,2021-07-10,,
708,Closed,Critical,2021-10-28,2023-06-01 00:04:54,13944.081666666667
709,Open,Low,2020-09-02,,
710,Pending Customer Response,Critical,2020-12-14,,
711,Pending Customer Response,Critical,2021-12-12,,
712,Closed,High,2020-12-28,2023-06-01 18:25:59,21258.433055555557
713,Closed,High,2021-09-27,2023-06-01 13:36:01,14701.600277777778
714,Open,Low,2021-06-25,,
715,Closed,Critical,2021-05-11,2023-06-01 00:41:03,18024.684166666666
716,Open,High,2021-10-17,,
717,Open,Critical,2021-05-03,,
718,Closed,Low,2020-11-04,2023-05-31 23:31:07,22535.51861111111
719,Open,Critical,2021-01-29,,
720,Open,Critical,2021-11-16,,
721,Closed,Critical,2020-12-15,2023-06-01 12:26:10,21564.43611111111
722,Pending Customer Response,Low,2020-06-07,,
723,Closed,Medium,2020-09-08,2023-06-01 18:13:13,23922.22027777778
724,Open,Low,2020-03-30,,
725,Open,Low,2021-02-25,,
726,Open,Low,2020-08-20,,
727,Pending Customer Response,Medium,2020-06-03,,
728,Open,Critical,2021-01-15,,
729,Closed,High,2021-03-09,2023-06-01 13:25:22,19549.422777777778
730,Closed,Low,2020-05-14,2023-06-01 18:48:24,26730.806666666667
731,Open,Low,2021-03-29,,
732,Pending Customer Response,Low,2020-02-03,,
733,Pending Customer Response,Critical,2021-07-20,,
734,Closed,Medium,2021-07-10,2023-06-01 07:13:29,16591.22472222222
735,Closed,Critical,2020-02-07,2023-06-01 15:00:31,29055.008611111112
736,Closed,High,2020-02-26,2023-06-01 13:07:31,28597.125277777777
737,Open,High,2021-05-30,,
738,Pending Customer Response,Low,2021-08-30,,
739,Open,High,2021-07-13,,
740,Pending Customer Response,Medium,2020-04-26,,
741,Closed,Critical,2020-06-11,2023-06-01 02:52:39,26042.8775
742,Open,Critical,2021-07-02,,
743,Open,Critical,2020-07-31,,
744,Closed,Critical,2020-08-03,2023-06-01 20:40:44,24788.678888888888
745,Pending Customer Response,Low,2020-02-07,,
746,Pending Customer Response,Medium,2021-04-19,,
747,Closed,High,2020-02-03,2023-06-01 01:00:49,29137.01361111111
748,Pending Customer Response,Low,2021-05-26,,
749,Closed,Critical,2021-02-04,2023-06-01 19:22:53,20347.381388888887
750,Open,Critical,2020-12-19,,
751,Pending Customer Response,Critical,2020-06-25,,
752,Open,Medium,2020-07-29,,
753,Closed,Critical,2021-06-15,2023-06-01 06:25:59,17190.433055555557
754,Open,Low,2021-12-17,,
755,Closed,Medium,2020-06-19,2023-06-01 19:36:02,25867.600555555557
756,Closed,High,2020-10-06,2023-06-01 20:38:02,23252.63388888889
757,Open,Low,2021-08-19,,
758,Pending Customer Response,Medium,2021-06-06,,
759,Open,Medium,2021-02-20,,
760,Pending Customer Response,Low,2021-07-06,,
761,Closed,Critical,2021-07-09,2023-06-01 16:39:12,16624.653333333332
762,Pending Customer Response,High,2020-02-01,,
763,Pending Customer Response,Medium,2020-08-31,,
764,Closed,Medium,2020-05-19,2023-06-01 00:30:14,26592.50388888889
765,Closed,Medium,2021-08-24,2023-06-01 16:05:16,15520.087777777779
766,Closed,Critical,2020-09-07,2023-06-01 08:24:18,23936.405
767,Open,Medium,2020-09-12,,
768,Pending Customer Response,Low,2020-01-04,,
769,Open,Medium,2021-05-10,,
770,Closed,High,2020-07-31,2023-06-01 11:36:25,24851.606944444444
771,Pending Customer Response,Low,2020-05-30,,
772,Pending Customer Response,Medium,2020-03-03,,
773,Closed,Medium,2020-06-19,2023-06-01 06:52:27,25854.87416666667
774,Open,Low,2020-10-03,,
775,Open,Medium,2020-01-16,,
776,Open,Low,2021-06-12,,
777,Closed,Critical,2020-06-11,2023-06-01 18:27:34,26058.459444444445
778,Open,Medium,2021-11-06,,
779,Open,Low,2021-09-05,,
780,Open,Critical,2020-12-27,,
781,Closed,Low,2020-09-06,2023-06-01 17:56:39,23969.944166666668
782,Open,Medium,2021-02-14,,
783,Open,High,2021-01-04,,
784,Pending Customer Response,Critical,2020-08-18,,
785,Pending Customer Response,Low,2021-09-26,,
786,Pending Customer Response,Critical,2021-08-26,,
787,Closed,Critical,2020-08-08,2023-06-01 07:32:46,24655.54611111111
788,Pending Customer Response,Critical,2021-08-16,,
789,Open,Critical,2020-10-17,,
790,Open,Critical,2021-09-06,,
791,Closed,High,2021-01-14,2023-06-01 02:18:51,20834.314166666667
792,Closed,Critical,2020-04-09,2023-06-01 19:18:53,27571.31472222222
793,Pending Customer Response,Critical,2020-08-30,,
794,Pending Customer Response,Critical,2021-06-10,,
795,Open,Low,2021-09-10,,
796,Closed,Critical,2021-09-04,2023-06-01 09:44:59,15249.749722222223
797,Pending Customer Response,High,2021-11-04,,
798,Pending Customer Response,Critical,2020-03-13,,
799,Closed,High,2021-09-18,2023-06-01 07:41:03,14911.684166666666
800,Pending Customer Response,Low,2021-02-06,,
801,Open,Low,2021-06-06,,
802,Pending Customer Response,Critical,2021-10-09,,
803,Pending Customer Response,Medium,2020-06-25,,
804,Open,Critical,2020-01-27,,
805,Pending Customer Response,Medium,2020-06-17,,
806,Open,Low,2020-09-13,,
807,Closed,High,2020-02-01,2023-06-01 21:46:12,29205.77
808,Pending Customer Response,Medium,2020-06-23,,
809,Pending Customer Response,Low,2020-07-17,,
810,Closed,Medium,2020-02-29,2023-06-01 19:47:16,28531.78777777778
811,Pending Customer Response,Medium,2020-08-05,,
812,Open,High,2021-06-05,,
813,Open,Medium,2020-04-26,,
814,Open,Low,2021-12-04,,
815,Open,Critical,2020-07-03,,
816,Closed,Low,2021-04-11,2023-06-01 21:50:26,18765.840555555555
817,Open,Medium,2021-05-21,,
818,Pending Customer Response,Low,2020-04-18,,
819,Closed,High,2020-12-07,2023-06-01 19:55:30,21763.925
820,Open,Medium,2020-09-29,,
821,Open,Critical,2021-09-16,,
822,Closed,Critical,2021-07-19,2023-06-01 16:42:35,16384.709722222222
823,Pending Customer Response,Medium,2021-04-02,,
824,Open,Medium,2020-12-26,,
825,Pending Customer Response,Low,2020-02-21,,
826,Open,Medium,2021-04-03,,
827,Pending Customer Response,Medium,2020-04-14,,
828,Closed,Low,2021-04-11,2023-06-01 00:05:42,18744.095
829,Pending Customer Response,High,2021-07-01,,
830,Pending Customer Response,Critical,2020-02-01,,
831,Pending Customer Response,Critical,2021-10-24,,
832,Open,Low,2020-05-17,,
833,Open,High,2020-11-24,,
834,Open,Medium,2020-11-16,,
835,Closed,Critical,2021-02-26,2023-06-01 11:26:52,19811.44777777778
836,Open,Critical,2020-10-02,,
837,Open,Critical,2021-04-06,,
838,Pending Customer Response,Critical,2021-05-10,,
839,Closed,Medium,2021-05-12,2023-06-01 14:55:59,18014.933055555557
840,Open,Medium,2020-11-13,,
841,Closed,Critical,2021-02-01,2023-06-01 13:07:00,20413.116666666665
842,Open,Low,2020-01-06,,
843,Pending Customer Response,Low,2021-12-27,,
844,Open,High,2021-07-29,,
845,Open,Low,2021-05-26,,
846,Pending Customer Response,Low,2021-03-12,,
847,Closed,High,2020-01-22,2023-06-01 04:15:08,29428.25222222222
848,Pending Customer Response,Low,2021-08-29,,
849,Pending Customer Response,Medium,2020-07-26,,
850,Open,Critical,2020-10-13,,
851,Closed,Low,2020-01-18,2023-06-01 16:40:13,29536.67027777778
852,Pending Customer Response,Low,2020-09-18,,
853,Closed,Medium,2021-10-03,2023-06-01 07:17:15,14551.2875
854,Pending Customer Response,Medium,2020-07-05,,
855,Closed,High,2020-11-09,2023-06-01 02:55:16,22418.92111111111
856,Closed,High,2021-11-10,2023-06-01 19:38:18,13651.638333333334
857,Pending Customer Response,High,2020-06-04,,
858,Closed,Medium,2020-09-02,2023-06-01 05:25:22,24053.422777777778
859,Open,Critical,2021-06-08,,
860,Pending Customer Response,Medium,2020-11-25,,
861,Pending Customer Response,High,2021-02-21,,
862,Closed,Medium,2020-01-10,2023-06-01 13:07:27,29725.12416666667
863,Closed,Low,2021-01-18,2023-06-01 14:43:28,20750.724444444444
864,Closed,Medium,2021-10-24,2023-06-01 04:12:29,14044.208055555555
865,Open,High,2021-12-11,,
866,Closed,High,2020-03-10,2023-06-01 12:14:30,28284.241666666665
867,Closed,Critical,2020-05-09,2023-06-01 04:34:32,26836.575555555555
868,Pending Customer Response,Low,2020-01-20,,
869,Pending Customer Response,Critical,2021-03-17,,
870,Pending Customer Response,Low,2020-12-10,,
871,Open,Critical,2021-06-05,,
872,Pending Customer Response,Low,2020-09-10,,
873,Pending Customer Response,Low,2021-12-29,,
874,Pending Customer Response,Medium,2021-07-03,,
875,Open,High,2021-06-30,,
876,Closed,Medium,2021-02-14,2023-06-01 19:26:44,20107.445555555554
877,Closed,High,2021-01-14,2023-06-01 15:14:46,20847.24611111111
878,Pending Customer Response,Medium,2021-10-18,,
879,Open,Critical,2020-03-23,,
880,Pending Customer Response,Medium,2021-07-09,,
881,Closed,High,2020-12-24,2023-05-31 23:55:51,21335.930833333332
882,Pending Customer Response,Low,2021-03-21,,
883,Pending Customer Response,Low,2021-11-09,,
884,Closed,Critical,2020-09-23,2023-06-01 11:28:56,23555.48222222222
885,Open,Low,2021-05-13,,
886,Pending Customer Response,Low,2021-12-10,,
887,Open,Medium,2021-10-26,,
888,Closed,Critical,2021-11-27,2023-06-01 11:41:02,13235.683888888889
889,Open,Medium,2021-10-02,,
890,Closed,Low,2021-03-01,2023-06-01 02:09:04,19730.15111111111
891,Open,Critical,2021-11-21,,
892,Open,Low,2020-02-20,,
893,Closed,Medium,2020-10-21,2023-06-01 14:49:09,22886.819166666668
894,Open,Low,2021-11-29,,
895,Closed,Critical,2020-03-29,2023-06-01 21:39:12,27837.653333333332
896,Closed,Low,2020-12-12,2023-06-01 16:23:13,21640.386944444443
897,Closed,High,2021-09-02,2023-06-01 05:47:14,15293.787222222221
898,Closed,Low,2021-10-31,2023-06-01 16:22:14,13888.370555555555
899,Open,Critical,2021-05-06,,
900,Pending Customer Response,Medium,2021-04-30,,
901,Open,High,2020-01-30,,
902,Open,Low,2020-11-14,,
903,Pending Customer Response,Low,2021-08-22,,
904,Closed,Critical,2021-10-19,2023-06-01 12:25:24,14172.423333333334
905,Open,High,2020-02-28,,
906,Pending Customer Response,Critical,2021-02-23,,
907,Open,High,2021-12-02,,
908,Closed,Critical,2020-05-31,2023-05-31 22:13:28,26302.224444444444
909,Pending Customer Response,Low,2020-05-18,,
910,Open,High,2021-11-14,,
911,Open,High,2020-12-30,,
912,Closed,Critical,2021-04-10,2023-06-01 20:14:34,18788.242777777778
913,Open,Critical,2020-01-20,,
914,Closed,High,2020-01-16,2023-06-01 08:38:37,29576.64361111111
915,Pending Customer Response,Critical,2020-07-06,,
916,Pending Customer Response,Critical,2020-03-22,,
917,Pending Customer Response,Critical,2020-03-08,,
918,Closed,Medium,2020-11-13,2023-06-01 15:49:43,22335.828611111112
919,Open,Critical,2020-07-17,,
920,Closed,High,2020-03-26,2023-06-01 04:21:47,27892.363055555557
921,Open,Low,2021-09-28,,
922,Pending Customer Response,Low,2020-01-29,,
923,Closed,High,2020-04-09,2023-05-31 23:36:51,27551.614166666666
924,Open,Critical,2020-08-06,,
925,Pending Customer Response,Medium,2020-09-06,,
926,Open,Critical,2021-02-06,,
927,Closed,High,2020-08-10,2023-06-01 10:38:58,24610.649444444443
928,Pending Customer Response,Medium,2020-08-16,,
929,Pending Customer Response,High,2021-09-06,,
930,Closed,Critical,2020-04-02,2023-06-01 17:15:02,27737.250555555554
931,Pending Customer Response,Critical,2020-07-20,,
932,Open,Critical,2020-02-26,,
933,Open,High,2021-02-27,,
934,Closed,Medium,2021-02-17,2023-06-01 13:08:06,20029.135
